id	Ajap1	Ajap10	Ajap100	Ajap101	Ajap102	Ajap103	Ajap104	Ajap105	Ajap106	Ajap107	Ajap108	Ajap11	Ajap12	Ajap14	Ajap15	Ajap16	Ajap17	Ajap18	Ajap2	Ajap20	Ajap21	Ajap22	Ajap23	Ajap24	Ajap25	Ajap26	Ajap27	Ajap28	Ajap29	Ajap3	Ajap30	Ajap31	Ajap32	Ajap33	Ajap34	Ajap35	Ajap36	Ajap37	Ajap38	Ajap39	Ajap40	Ajap41	Ajap42	Ajap43	Ajap44	Ajap45	Ajap46	Ajap49	Ajap5	Ajap50	Ajap51	Ajap52	Ajap53	Ajap54	Ajap55	Ajap56	Ajap57	Ajap58	Ajap59	Ajap60	Ajap61	Ajap63	Ajap64	Ajap65	Ajap66	Ajap67	Ajap68	Ajap69	Ajap70	Ajap72	Ajap73	Ajap74	Ajap75	Ajap77	Ajap78	Ajap8	Ajap80	Ajap81	Ajap82	Ajap83	Ajap84	Ajap85	Ajap86	Ajap89	Ajap9	Ajap90	Ajap91	Ajap92	Ajap93	Ajap94	Ajap95	Ajap96	Ajap97	Ajap98	Ajap99
275	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A
276	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	A:B	na	na	A:A	A:B	A:A	na	A:B	A:A	A:A	A:A	A:B	na	A:B	A:A	A:A	A:B	na	na	A:A	A:A	A:B	na	na	na	A:B	na	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	na	na	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	na	na	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	na	na	A:A	na	A:B	na	na	A:B	A:A	A:B	A:A	na	A:A	A:A	na	A:B	A:A	A:A	A:A	na	A:A	na	A:A	na	A:A	A:B	A:A	A:A	A:B	na	na
277	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	na	na	na	A:A	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A
278	A:A	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	na	na	na	na	A:A	na	na	na	na	A:A	na	na	A:A	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	na	A:A	A:A	A:A	A:A	na	na	na	A:A	A:A	na	A:A	A:A	na	na	na	A:A	na	na	na	A:A	A:A	na	A:A	A:A	A:A	na	na	na	na	na	na	A:A	A:A	na	na	na	na	A:A	na	A:A	na	A:A	na	na	na	A:A	na	na	na	na	A:A	A:A	A:A	na	na	A:A	na
279	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A
280	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A
282	na	na	na	na	na	na	na	A:A	na	na	na	na	na	na	na	A:A	A:A	A:A	na	na	A:A	A:A	na	na	na	na	A:A	na	na	na	A:A	na	na	na	na	na	na	na	na	na	A:A	A:A	na	na	na	na	na	A:A	A:A	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na	A:A	na	na	na	na	na	na	A:A	na	na	A:A	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
284	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na	A:A	na	na	na	A:A	na	na	na	na	A:A	A:A	na	na	na	A:A	na	na	na	na	na	na	na	na	A:A	A:A	na	A:A	na	na	na	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na	A:A	A:A	A:A	na	na	na	na	na	na	na	na	na	A:A	na	na	na	na	na	na	na	A:A	na	na	na	na	na	na	na	na	na	na	na
285	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A
286	na	A:A	A:B	A:A	A:A	A:A	na	A:A	A:B	A:A	na	na	A:B	na	na	na	A:A	na	na	A:A	A:A	na	A:A	na	na	A:A	A:A	A:B	A:B	A:A	na	na	na	A:A	na	A:A	A:B	A:A	A:A	na	A:A	na	na	na	na	A:A	A:B	A:B	na	A:A	na	A:B	na	na	A:A	na	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	na	A:A	A:B	na	A:A	A:A	na	A:A	A:A	A:B	A:A	A:A	na	A:B	na
287	na	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
288	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
289	A:A	na	A:A	na	na	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	na	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	na	na	na	A:A	A:A	A:A	A:A	A:A	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	na	na	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	na	na	na	na
290	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A
291	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A
292	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	na	A:A	na	A:A	na	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A
293	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A
294	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A
295	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na
296	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	na	A:A	na	na	A:A	A:A	na	na	A:A	na	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	na	na	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	A:A	na	na	na	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	na	na	A:A	A:A
297	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na	na	na	na	na	na	na	na	na	na	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na
298	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	na	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A
299	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A
A17	A:A	A:A	A:A	A:B	A:A	A:A	A:A	na	A:A	A:B	A:A	A:A	A:A	na	na	A:A	na	A:A	na	A:A	na	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:B	A:B	A:A	na	A:A	A:A	A:A	na	na	A:A	A:A	A:A	na	A:A	na	na	A:A	na	na	A:A	na	A:A	na	A:A	na	na	na	na	A:A	na	na	A:A	na	A:A	na	na	na	na	na	A:B	A:A	na	A:A	na	na	na	A:A	na	A:A	na	A:A	na	na	na	na	na	na	na	na	A:A	na	na	A:A	na	na	na
ATTA31	A:A	A:A	na	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	na	na	A:A	A:A	na	A:A	na	A:A	na	na	A:A	A:A	na	na	A:A	A:A	A:A	na	A:A	na	na	A:A	A:A	na	A:A	A:B	A:B	na	A:A	na	A:A	na	A:A	A:A	na	na	na	na	A:A	A:A	na	A:A	A:A	na	na	A:A	na	A:A	A:A	A:B	A:A	A:A	na	A:A	na	na	A:A	na	A:A	A:A	na	A:A	na	A:A	na	na	A:A	A:A	na	A:A	A:A	na	A:A	na	na	na	A:B
ATTA33	na	A:A	A:A	na	na	A:A	na	A:A	na	na	A:A	A:A	A:B	na	na	A:A	A:A	na	na	na	A:A	A:A	na	A:A	A:B	na	A:A	A:A	na	A:A	A:A	na	na	A:A	A:A	A:A	na	na	na	na	A:A	A:A	na	na	na	na	A:A	A:B	A:A	na	A:A	A:A	na	na	A:A	A:A	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	na	na	na	A:B	A:A	na	na	A:A	na	na	A:A	na	na	na	na	na	na	na	na	A:A	A:A	na	A:A	A:A	A:A	A:A	na	na	A:B	A:A	na
ATTA34	A:A	A:A	na	A:B	na	A:A	na	A:A	A:B	A:A	na	A:A	A:B	A:A	na	A:B	A:A	na	A:A	A:B	A:B	na	na	A:A	A:B	na	na	na	na	A:A	na	na	A:B	A:A	na	A:A	na	A:B	A:B	A:A	A:A	na	A:A	na	na	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	na	na	A:A	A:A	A:A	A:A	A:A	na	na	A:A	na	A:B	na	A:B	na	A:B	A:B	A:B	A:A	A:B	A:A	na	na	A:A	na	na	A:A	na	A:A	na	A:A	A:B	A:A	A:A	A:A	na	A:A	na	A:B	A:B	A:B
ATTA35	A:A	na	na	A:B	na	na	na	A:A	A:A	A:B	na	na	A:A	na	A:A	na	na	A:A	A:B	A:A	A:B	na	A:A	na	A:A	A:B	na	na	A:A	A:B	na	A:A	na	A:B	A:B	na	A:B	A:A	A:A	A:A	na	na	A:A	na	na	A:A	na	A:A	na	A:A	A:A	na	A:A	na	na	A:B	A:B	na	A:B	A:B	na	na	na	na	na	na	na	na	na	A:A	na	A:A	na	na	na	A:A	na	A:A	na	A:A	A:B	na	A:B	na	na	na	A:B	A:B	na	na	A:B	na	A:A	na	A:A
ATTA36	na	A:A	na	na	na	A:A	na	A:A	na	na	A:B	A:A	na	A:A	na	na	na	na	na	A:A	na	A:B	A:A	A:A	na	na	A:A	na	na	A:B	na	A:A	na	na	A:B	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	na	A:A	na	na	A:A	na	A:A	A:A	A:B	na	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	na	na	na	na	na	A:A	na	na	na	na	A:A	A:A	na	A:A	na	A:A	A:A	na	na	na	na	na	A:A	na	A:A	A:A	A:A	na	na	A:A	na
ATTA37	A:A	A:A	na	A:A	na	A:A	A:B	na	A:B	A:A	na	A:A	A:B	A:A	A:B	na	na	na	na	A:B	A:B	na	na	A:A	A:B	A:B	A:A	na	na	A:B	na	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	na	A:A	A:A	A:B	na	A:A	na	A:A	A:A	A:A	A:A	A:A	na	na	A:A	A:B	A:B	A:A	na	A:B	A:B	na	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	na	A:A	A:A	na	A:B	na	A:B	A:A	na	A:A	A:B	A:A	A:A	A:B	A:B	na
ATTA40	na	na	na	na	na	na	A:B	A:A	A:A	na	A:B	na	A:A	A:A	na	A:B	A:A	A:A	na	na	na	A:B	A:A	na	A:A	A:B	na	na	A:A	A:B	A:A	na	A:A	A:B	A:B	na	na	na	na	na	A:A	na	na	na	na	A:B	A:A	A:A	na	na	na	A:A	na	na	na	A:B	na	A:B	na	na	na	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	na	A:A	na	A:A	na	A:A	na	na	A:A	na	A:A	A:A	A:A	na	na	na	na	na	na	A:A	na	A:A
ATTA48	na	na	na	A:A	A:A	na	A:B	na	na	A:A	na	na	A:A	A:B	na	A:B	na	A:A	na	na	A:B	na	na	A:B	A:A	A:B	A:B	na	A:A	A:A	na	na	A:B	A:B	na	na	A:A	na	na	na	A:A	na	na	na	A:B	A:B	A:B	A:B	A:B	na	A:A	A:B	A:B	A:B	A:B	A:B	na	A:A	na	na	na	na	na	A:B	A:B	A:B	A:B	na	A:B	na	A:B	na	na	A:B	A:B	na	A:B	A:B	A:B	na	na	A:B	na	na	na	A:B	na	A:A	na	na	A:A	A:A	A:B	na	na
ATTA51	na	A:A	na	A:A	A:B	A:A	na	A:A	A:B	A:A	na	A:A	na	A:A	na	na	A:B	na	A:B	A:A	na	A:B	A:A	A:A	A:B	na	A:A	na	A:B	A:A	na	A:A	na	na	A:B	na	A:A	A:A	A:A	na	A:A	na	A:A	na	na	A:A	na	na	A:A	na	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	na	na	A:A	A:A	na	na	A:B	na	A:B	A:A	A:B	na	na	A:B	A:A	A:A	A:B	A:A	na	A:A	A:A	A:B	A:B	na	A:B	na	A:A	A:A	A:A	na	na	na	na	na	na
ATTA54	na	A:A	na	A:B	A:A	A:A	na	na	na	A:B	A:A	na	A:A	A:A	na	na	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:B	na	na	A:A	A:B	A:A	A:A	na	na	A:B	A:B	A:A	na	na	A:A	A:A	A:B	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	na	A:A	na	na	A:A	na	A:A	A:A	A:A	A:A	A:B	A:B	A:A	na	A:A	na	na	A:A	A:A	na	A:B	A:B	na	na	na	A:B	na	na	A:A	A:A	na	A:B	A:A	na	na	A:A	na	na	na
